Customer_ID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Coupon_Code,Discount_pct,Payment_Method,Shipping_Provider,Transaction_Rating
16218,16971,1/03/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Not Used,no,0,Credit Card,Australia Post Courier,5
16218,16971,1/03/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,2
16218,16975,1/03/2024,GGOENEBB079299,Nest Protect Smoke + CO Black Battery Alarm-USA,Nest-USA,1,81.5,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,3
16218,16975,1/03/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,4
16218,16976,1/03/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Credit Card,Australia Post Courier,5
16218,16980,1/03/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,PayPal,Australia Post Express,3
17850,16987,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5,153.71,6.5,Not Used,no,0,Credit Card,StarTrack Express,5
16218,16982,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Debit Card,StarTrack Express,5
14307,17003,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,2
14307,17009,1/04/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,3
14307,17019,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,2
14307,17022,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,ELEC10,10,PayPal,StarTrack Express,4
17908,17031,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,Australia Post Express,3
17908,17038,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Venmo,Australia Post Express,4
17908,17039,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Debit Card,Australia Post Express,4
17908,17040,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,no,0,Credit Card,Australia Post Express,2
17908,17057,1/04/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,no,0,PayPal,StarTrack Express,3
17908,17060,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,PayPal,StarTrack Express,3
17920,17066,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,5
17920,17068,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,Australia Post Courier,5
17920,17072,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Credit Card,StarTrack Express,4
17920,17074,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,ELEC10,10,Venmo,Australia Post Courier,5
17920,17077,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,PayPal,StarTrack Express,4
17920,17082,1/04/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,5
17920,17084,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Venmo,Australia Post Courier,5
17920,17085,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,5
17920,17094,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,4
17920,17096,1/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Cash,StarTrack Express,5
13065,17949,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,4
14606,17954,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,PayPal,StarTrack Express,5
14606,17956,16/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,102.13,6.5,Not Used,no,0,Debit Card,StarTrack Express,5
14606,17957,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Venmo,StarTrack Express,5
14606,17959,16/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,102.13,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
14606,17960,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
14606,17961,16/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,4,122.77,6.5,Not Used,no,0,Credit Card,Australia Post Express,5
14606,17965,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,5
14606,17967,16/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
14606,17971,16/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,5
14606,17973,16/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Venmo,Australia Post Express,5
14606,17974,16/01/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,no,0,Venmo,Australia Post Courier,5
14606,17983,16/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Used,ELEC10,10,PayPal,Australia Post Express,5
13576,17988,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,ELEC10,10,Venmo,Australia Post Courier,4
18011,17996,16/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,no,0,PayPal,StarTrack Express,4
18011,18001,16/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,3
18011,18004,16/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Not Used,no,0,Venmo,StarTrack Express,3
18011,18005,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,Credit Card,Australia Post Express,3
18011,18006,16/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,StarTrack Express,4
18011,18008,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,4
13090,18011,16/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,no,0,Credit Card,StarTrack Express,3
13090,18012,16/01/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,PayPal,StarTrack Express,3
15694,18014,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,4
15694,18015,16/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,2
15694,18015,16/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,4
17850,18029,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,5
17850,18034,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,5
17850,18073,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,5
17850,18076,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Credit Card,StarTrack Express,4
17850,18076,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
17850,18077,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Debit Card,StarTrack Express,5
17850,18080,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
17850,18095,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,5
17850,18096,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Venmo,StarTrack Express,4
17850,18097,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,Used,ELEC10,10,Debit Card,Australia Post Courier,5
17850,18101,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,5
13715,18047,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,PayPal,Australia Post Express,5
13715,18049,17/01/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,4
13715,18052,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,Australia Post Express,5
13715,18053,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,Credit Card,Australia Post Courier,5
13715,18055,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,Credit Card,Australia Post Express,5
17732,18059,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Venmo,Australia Post Express,4
17732,18060,17/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,81.5,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,3
17732,18062,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Credit Card,Australia Post Courier,3
17732,18069,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,4
17732,18069,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,4
17732,18069,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,4
12855,18071,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Debit Card,Australia Post Express,2
15752,18090,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,4
15752,18092,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Express,4
17855,18104,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,Credit Card,StarTrack Express,4
17855,18105,17/01/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,Australia Post Express,3
13941,18118,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,3
13941,18122,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,no,0,PayPal,Australia Post Express,4
17017,18124,17/01/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,2
17017,18124,17/01/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,3
17017,18125,17/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Express,5
14135,18141,17/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Express,3
17850,18212,18/01/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,no,0,PayPal,StarTrack Express,5
