CUSTOMER_ID,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_SKU,PRODUCT_DESCRIPTION,PRODUCT_CATEGORY,QUANTITY,AVG_PRICE,DELIVERY_CHARGES,COUPON_STATUS,COUPON_CODE,DISCOUNT_PCT,PAYMENT_METHOD,SHIPPING_PROVIDER,TRANSACTION_RATING
18202,46106,12/08/2024,GGOENEBQ086799,Nest Thermostat E - USA,Nest,1,100.91,6.5,Used,NE30,30,Venmo,Australia Post Express,4
14657,38094,13/09/2024,GGOEGOAQ020099,Four Color Retractable Pen,Office,30,2.39,6.5,Used,OFF30,30,Credit Card,Australia Post Courier,3
13798,26955,5/01/2024,GGOEAAAB081015,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,15.99,6,Used,SALE20,20,Credit Card,Australia Post Courier,1
16655,36254,22/08/2024,GGOEGOLC014299,Google Metallic Notebook Set,Office,4,4.79,6.5,Not Used,no,0,Credit Card,Australia Post Express,3
17114,34999,8/08/2024,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,1,7.6,6,Used,SALE20,20,PayPal,Australia Post Courier,3
17954,37305,9/03/2024,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,12.99,20,Used,EXTRA30,30,Credit Card,Toll Priority,4
13089,44756,27/11/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,Used,ELEC20,20,Credit Card,Australia Post Express,5
17890,28367,19/05/2024,GGOEGHGC019799,Google Sunglasses,Lifestyle,1,3.5,6,Used,EXTRA20,20,Credit Card,Australia Post Courier,3
17841,32964,17/07/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC10,10,Credit Card,Australia Post Courier,5
17337,46915,14/12/2024,GGOENEBQ092299,Nest Secure Alarm System Starter Pack - USA,Nest,1,355.74,19.99,Not Used,no,0,Credit Card,Toll Priority,4
14549,46146,12/08/2024,GGOEGAEH090615,Google Tee Green,Apparel,1,17.93,6.5,Used,SALE30,30,Credit Card,StarTrack Express,4
14911,38224,15/09/2024,GGOEGAEJ028016,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,4.08,6,Not Used,no,0,Credit Card,Australia Post Express,3
12668,31650,30/06/2024,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1,3.99,12.99,Not Used,no,0,Credit Card,CouriersPlease,2
14606,29119,30/05/2024,GGOEGAAJ032713,Google Men's Long & Lean Tee Grey,Apparel,6,13.99,6,Used,SALE20,20,Venmo,StarTrack Express,3
14606,28915,25/05/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,Used,ELEC20,20,Venmo,Australia Post Courier,5
12754,47763,21/12/2024,GGOEGAEB091114,Google Zip Hoodie Black,Apparel,1,48.92,12.99,Not Used,no,0,Credit Card,CouriersPlease,1
15039,35588,14/08/2024,GGOENEBQ086499,Nest Cam IQ - USA,Nest,2,199,6,Not Used,no,0,Credit Card,Australia Post Express,3
17850,18764,24/01/2024,GGOEAKDH019899,Windup Android,Lifestyle,1,4.12,6.5,Not Used,no,0,Cash,StarTrack Express,4
15570,27223,5/04/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,Credit Card,StarTrack Express,4
13694,30953,21/06/2024,GGOEGOCR017899,Recycled Paper Journal Set,Office,6,3.19,24.37,Used,OFF30,30,Credit Card,Toll Priority,4
13240,25565,14/04/2024,GGOEGAAQ010413,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6.5,Used,SALE10,10,PayPal,Australia Post Express,1
15555,26084,20/04/2024,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,3,149,8.7,Used,NCA10,10,PayPal,Australia Post Express,1
15311,16751,1/02/2024,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,2,153.71,8.7,Used,NCA10,10,PayPal,Australia Post Express,2
15601,30732,19/06/2024,GGOEAAYC068724,Android Youth Short Sleeve T-shirt Aqua,Apparel,1,15.19,6,Not Used,no,0,Credit Card,Australia Post Courier,1
12501,34566,8/03/2024,GGOEYAYR068624,YouTube Youth Short Sleeve Tee Red,Apparel,1,15.19,12.99,Not Used,no,0,Credit Card,CouriersPlease,2
14037,26550,27/04/2024,GGOEGAPJ058013,Google Women's 1/4 Zip Jacket Charcoal,Apparel,1,87.99,6,Used,SALE10,10,PayPal,StarTrack Express,1
13089,44762,27/11/2024,GGOEGAEL091313,Google Crew Sweater Navy,Apparel,1,41.59,14.41,Used,SALE20,20,Debit Card,CouriersPlease,2
15858,23917,23/03/2024,GGOEWFKA083099,Waze Mood Happy Window Decal,Waze,1,1.59,6.5,Not Used,no,0,Credit Card,Australia Post Courier,3
15271,33787,26/07/2024,GGOEYAYR068626,YouTube Youth Short Sleeve Tee Red,Apparel,1,15.19,12.91,Used,SALE10,10,PayPal,CouriersPlease,2
14466,18668,23/01/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,ELEC10,10,Credit Card,Australia Post Courier,3
12682,46280,12/09/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,Not Used,no,0,Credit Card,Australia Post Express,5
15919,22172,3/06/2024,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,10.99,6.5,Used,SALE30,30,Credit Card,Australia Post Courier,2
16725,20022,2/09/2024,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Drinkware,4,15.99,28.78,Used,EXTRA20,20,Debit Card,Toll Priority,2
13869,31445,28/06/2024,GGOEGAAB033815,Google Men's Vintage Badge Tee Black,Apparel,1,10.63,12.48,Used,SALE30,30,Credit Card,CouriersPlease,2
16497,41853,27/10/2024,GGOEGAUC057716,Google Women's Performance Golf Polo Blue,Apparel,2,14.5,6,Not Used,no,0,PayPal,StarTrack Express,1
16782,25417,4/12/2024,GGOEGDHC082299,Google 25 oz Blue Stainless Steel Bottle,Drinkware,2,11.19,6,Used,EXTRA10,10,Credit Card,Australia Post Courier,2
18219,21973,3/04/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.5,Not Used,no,0,Credit Card,Australia Post Courier,4
17463,44653,26/11/2024,GGOENEBQ092399,Nest Cam IQ Outdoor - USA (Preorder),Nest,1,279,6.5,Not Used,no,0,PayPal,Australia Post Express,3
13093,36390,23/08/2024,GGOEYAAJ033014,YouTube Men's Long & Lean Tee Charcoal,Apparel,1,8,6,Used,SALE20,20,PayPal,Australia Post Courier,2
15034,32405,7/11/2024,GGOEGFYQ016599,Foam Can and Bottle Cooler,Drinkware,8,1.11,6,Used,EXTRA10,10,Credit Card,Australia Post Courier,2
15547,43827,18/11/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,Used,ELEC20,20,Venmo,Australia Post Express,3
15034,32406,7/11/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,Not Used,no,0,PayPal,Australia Post Express,5
14549,46132,12/08/2024,GGOEGAAJ032816,Google Men's Long & Lean Tee Charcoal,Apparel,1,4.89,6.5,Used,SALE30,30,Credit Card,StarTrack Express,2
17913,31617,30/06/2024,GGOEGHGC019799,Google Sunglasses,Lifestyle,8,2.8,6.5,Used,EXTRA30,30,PayPal,StarTrack Express,3
13050,28588,21/05/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,12.99,Used,ELEC20,20,Credit Card,CouriersPlease,4
13093,17735,1/12/2024,GGOEAKDH019899,Windup Android,Lifestyle,2,4.12,6.5,Not Used,no,0,Credit Card,Australia Post Courier,4
17017,29364,6/01/2024,GGOEGOLC014299,Google Metallic Notebook Set,Office,85,4.79,21.29,Used,OFF30,30,Credit Card,Toll Priority,3
15358,25336,4/11/2024,GGOEYAAQ031715,YouTube Men's Short Sleeve Hero Tee White,Apparel,1,16.99,6.5,Used,SALE10,10,Credit Card,StarTrack Express,2
13680,33072,18/07/2024,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1,5.59,6,Used,WEMP10,10,Debit Card,StarTrack Express,3
12393,35887,17/08/2024,GGOEGFYQ016599,Foam Can and Bottle Cooler,Drinkware,1,1.11,6,Used,EXTRA20,20,PayPal,Australia Post Express,4
13468,17752,1/12/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,no,0,PayPal,Australia Post Courier,5
17580,45234,30/11/2024,GGOEGAEC090715,Google Tee Blue,Apparel,1,17.59,6.5,Used,SALE20,20,Credit Card,Australia Post Express,1
16550,22806,14/03/2024,GGOEAAAC080915,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1,15.99,6.5,Not Used,no,0,Credit Card,StarTrack Express,2
16241,33156,19/07/2024,GGOEGAFJ036215,Google Men's Pullover Hoodie Grey,Apparel,3,29.11,12.91,Not Used,no,0,Venmo,CouriersPlease,3
16905,19433,2/01/2024,GGOEGBRJ037399,Google Rucksack,Bags,2,55.99,6.5,Not Used,no,0,PayPal,StarTrack Express,4
15601,41260,20/10/2024,GGOEGADB056718,Men's Softshell Jacket Black/Grey,Apparel,1,79.19,6,Used,SALE10,10,PayPal,Australia Post Express,2
13694,36680,26/08/2024,GGOEGAAH034017,Google Men's Vintage Badge Tee Sage,Apparel,1,4.56,6,Not Used,no,0,Credit Card,Australia Post Express,1
17223,22923,15/03/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,Not Used,no,0,PayPal,Australia Post Courier,5
12731,44854,27/11/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,6.5,Not Used,no,0,Credit Card,Australia Post Express,3
14606,32897,17/07/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,6,Used,ELEC10,10,PayPal,Australia Post Express,5
13506,20587,16/02/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,Used,ELEC20,20,Credit Card,StarTrack Express,5
15460,32342,7/11/2024,GGOEA0CH077599,Android Hard Cover Journal,Notebooks & Journals,6,11.99,12.91,Used,NJ10,10,Credit Card,CouriersPlease,1
17338,36505,24/08/2024,GGOEGAXQ067129,Google Toddler Short Sleeve Tee White,Apparel,1,13.59,6,Used,SALE20,20,Credit Card,Australia Post Express,1
14062,39322,28/09/2024,GGOENEBQ086499,Nest Cam IQ - USA,Nest,2,199,6,Used,NE30,30,PayPal,StarTrack Express,2
12681,33417,22/07/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79,19.99,Not Used,no,0,PayPal,Toll Priority,3
12868,36596,25/08/2024,GGOEGAAJ059116,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,8.8,6,Used,SALE20,20,Credit Card,Australia Post Courier,2
15033,37192,9/01/2024,GGOEGHGH019699,Google Sunglasses,Lifestyle,2,3.5,6,Not Used,no,0,Credit Card,Australia Post Express,3
13102,29241,31/05/2024,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,1,25,0,Used,GC20,20,PayPal,Australia Post Free Parcel,3
12481,34431,8/02/2024,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,10.39,6,Not Used,no,0,Cash,Australia Post Express,4
15601,43421,14/11/2024,GGOEGAWR061849,Google Infant Short Sleeve Tee Red,Apparel,1,13.59,6,Used,SALE20,20,Credit Card,Australia Post Courier,2
13764,34074,30/07/2024,GGOEGAAJ032814,Google Men's Long & Lean Tee Charcoal,Apparel,1,4.8,6,Used,SALE10,10,Credit Card,Australia Post Courier,5
13208,47651,20/12/2024,GGOEGAPL087999,Google Snapback Navy Cap,Headgear,1,16.3,6.5,Not Used,no,0,Credit Card,Australia Post Express,3
13634,37524,9/06/2024,GGOEGOLC014299,Google Metallic Notebook Set,Office,4,5.99,6,Used,OFF30,30,Credit Card,StarTrack Express,4
14085,28161,16/05/2024,GGOEGAXJ065529,Google Toddler Short Sleeve T-shirt Grey,Apparel,1,9.51,6,Used,SALE20,20,Credit Card,Australia Post Courier,1
13093,17734,1/12/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,3
16719,22247,3/07/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,Used,ELEC30,30,Credit Card,Australia Post Courier,3
13089,22861,14/03/2024,GGOEYAEB035614,YouTube Men's Vintage Tank,Apparel,1,20.99,6.5,Used,SALE30,30,Credit Card,Australia Post Courier,3
16725,43487,15/11/2024,GGOEAFKA087499,Android Small Removable Sticker Sheet,Accessories,1,2.99,6,Used,ACC20,20,PayPal,Australia Post Courier,4
17954,19805,2/06/2024,GGOEGBJC019999,Collapsible Shopping Bag,Bags,15,3.99,18.47,Used,AIO20,20,Credit Card,Toll Priority,3
15046,33572,24/07/2024,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,1,10.39,6,Not Used,no,0,Credit Card,StarTrack Express,4
14298,41136,19/10/2024,GGOEGADC059517,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,2,37.49,6,Used,SALE10,10,Credit Card,Australia Post Express,1
16735,35139,8/09/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,Venmo,Australia Post Express,4
13767,35765,16/08/2024,GGOEGFKA022299,Keyboard DOT Sticker,Office,1,1.2,6,Not Used,no,0,PayPal,Australia Post Express,4
15498,39392,29/09/2024,GGOEGALQ036616,Google Women's Scoop Neck Tee White,Apparel,6,4.8,23.01,Used,SALE30,30,Credit Card,Toll Priority,3
14307,38829,23/09/2024,GGOEGBMJ013399,Sport Bag,Bags,1,3.99,6,Not Used,no,0,PayPal,Australia Post Courier,2
17231,28271,17/05/2024,GGOEGAAJ032816,Google Men's Long & Lean Tee Charcoal,Apparel,1,11.19,6,Used,SALE20,20,Debit Card,Australia Post Express,2
14565,28142,16/05/2024,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,3,2.39,6,Not Used,no,0,PayPal,Australia Post Courier,3
17507,47599,19/12/2024,GGOEAAEB091717,Android Tone Hoodie Black,Apparel,1,61.15,6,Not Used,no,0,PayPal,StarTrack Express,2
17191,22960,15/03/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79,6.5,Not Used,no,0,Venmo,Australia Post Express,3
15727,30117,6/11/2024,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.99,6,Not Used,no,0,Credit Card,Australia Post Express,3
14083,19585,2/03/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.5,Used,ELEC20,20,Credit Card,Australia Post Courier,3
15464,33641,25/07/2024,GGOEGOCB078299,Google Leather Journal-Black,Notebooks & Journals,5,13.2,16.47,Not Used,no,0,Debit Card,Toll Priority,1
14415,29160,30/05/2024,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,Used,ELEC20,20,Credit Card,Australia Post Express,5
17406,35725,15/08/2024,GGOEGAYT068524,Google Youth Short Sleeve T-shirt Yellow,Apparel,1,7.6,6,Used,SALE20,20,Credit Card,StarTrack Express,3
12557,35944,17/08/2024,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,16.99,6,Used,SALE20,20,PayPal,Australia Post Express,2
17580,45233,30/11/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,79,6.5,Used,ELEC20,20,PayPal,StarTrack Express,2
16923,44239,22/11/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,Used,ELEC20,20,Credit Card,StarTrack Express,4
14051,32240,7/10/2024,GGOEGAYB068025,Google Youth Baseball Raglan Heather/Black,Apparel,1,24.99,6,Used,SALE10,10,Credit Card,Australia Post Courier,2
15808,33178,19/07/2024,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Office,2,2.79,6.5,Used,OFF10,10,Debit Card,Australia Post Express,3
16210,17270,1/06/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,no,0,Debit Card,Australia Post Express,3
17191,22994,16/03/2024,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,Not Used,no,0,PayPal,Australia Post Express,4
13963,48157,26/12/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,Not Used,no,0,Cash,StarTrack Express,5
14800,20292,13/02/2024,GGOEYAYR068656,YouTube Youth Short Sleeve Tee Red,Apparel,1,18.99,6.5,Used,SALE20,20,PayPal,Australia Post Express,2
13408,30245,6/12/2024,GGOEYAYR068624,YouTube Youth Short Sleeve Tee Red,Apparel,1,15.19,6,Used,SALE30,30,PayPal,Australia Post Express,3
17277,39657,10/03/2024,GGOEGOXQ016399,Badge Holder,Office,50,1.99,6,Not Used,no,0,Debit Card,Australia Post Express,4
17950,25951,19/04/2024,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1,44.79,12.48,Used,SALE10,10,Credit Card,CouriersPlease,3
12748,21880,3/04/2024,GGOEGOBC078699,Google Luggage Tag,Fun,6,7.19,6.5,Used,ELEC10,10,Credit Card,StarTrack Express,3
17091,23381,19/03/2024,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.99,75,Used,OFF30,30,PayPal,Toll Priority,5
17381,47925,22/12/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,5,121.3,6.5,Used,ELEC30,30,Credit Card,Australia Post Express,4
17059,20687,17/02/2024,GGOENEBB079399,Nest Protect Smoke + CO Black Wired Alarm-USA,Nest-USA,3,79,6.5,Used,ELEC20,20,Credit Card,Australia Post Express,2
17062,30488,15/06/2024,GGOEGAEJ035317,Google Vintage Henley Grey/Black,Apparel,1,23.99,6,Used,SALE30,30,Credit Card,StarTrack Express,3
18077,41092,18/10/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199,6,Used,ELEC10,10,Debit Card,StarTrack Express,4
13649,24989,4/07/2024,GGOEGBJR018199,Reusable Shopping Bag,Bags,1,2.8,6.5,Not Used,no,0,PayPal,Australia Post Express,2
13137,47908,22/12/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,80.52,6.5,Not Used,no,0,PayPal,Australia Post Courier,3
17337,46952,15/12/2024,GGOEGDHH087299,Google Thermal Bottle Green,Drinkware,6,19.56,12.91,Used,EXTRA30,30,Credit Card,CouriersPlease,4
14769,38585,20/09/2024,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6,Used,ELEC30,30,Credit Card,Australia Post Courier,4
16442,28662,22/05/2024,GGOEGFKA022299,Keyboard DOT Sticker,Office,1,1.2,51.99,Used,OFF20,20,Credit Card,Toll Priority,3
12748,23242,18/03/2024,GGOEGOXQ016399,Badge Holder,Office,25,1.99,6.5,Not Used,no,0,Credit Card,Australia Post Courier,3
17402,21550,28/02/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,Not Used,no,0,PayPal,Australia Post Courier,4
13615,41024,18/10/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC10,10,Credit Card,Australia Post Express,5
17146,30474,15/06/2024,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,15,13.59,48.59,Not Used,no,0,Credit Card,Toll Priority,3
14307,17022,1/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,ELEC10,10,PayPal,StarTrack Express,4
18077,24257,28/03/2024,GGOEGOAA017099,Ballpoint Stick Pen 4 Pack,Office,25,3.19,22.71,Used,OFF30,30,Cash,Toll Priority,4
13280,34299,8/01/2024,GGOEGAEJ028015,Google Women's Short Sleeve Hero Tee Grey,Apparel,1,5.1,6,Used,SALE20,20,PayPal,Australia Post Express,2
18118,20511,15/02/2024,GGOEGOAB015899,Rainbow Stylus Pen,Office,24,1.5,6.5,Not Used,no,0,PayPal,Australia Post Courier,1
15298,24920,4/06/2024,GGOEGBCR024399,Google Lunch Bag,Bags,1,11.19,6.5,Used,AIO10,10,Credit Card,Australia Post Courier,2
12916,39927,10/05/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,Not Used,no,0,Credit Card,Australia Post Courier,2
14701,43032,11/09/2024,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,19.99,Used,ELEC20,20,PayPal,Toll Priority,2
16686,31790,7/04/2024,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6,Used,ELEC10,10,Credit Card,Australia Post Express,5
12501,34537,8/03/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,Used,ELEC20,20,Credit Card,Australia Post Courier,5
12665,38447,19/09/2024,GGOEGAAQ033913,Google Men's Vintage Badge Tee White,Apparel,3,4.56,12.91,Used,SALE30,30,Venmo,CouriersPlease,2
13798,26963,5/01/2024,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Bags,1,12.79,15.75,Used,AIO20,20,Credit Card,Toll Priority,4
14594,17616,1/11/2024,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,ELEC10,10,PayPal,Australia Post Courier,3
16315,36756,27/08/2024,GGOEGAAQ010415,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,16.99,6,Used,SALE20,20,Credit Card,Australia Post Courier,2
17511,23755,21/03/2024,GGOEGAAB010514,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.5,Not Used,no,0,Credit Card,Australia Post Courier,2
17059,20696,17/02/2024,GGOEGAEB084517,BLM Sweatshirt,Apparel,2,41.99,6.5,Used,SALE20,20,PayPal,Australia Post Express,2
12744,41538,24/10/2024,GGOEGOAQ020099,Four Color Retractable Pen,Office,2,2.99,6,Used,OFF10,10,PayPal,Australia Post Courier,3
15415,44501,24/11/2024,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,79,6.5,Used,ELEC20,20,PayPal,Australia Post Express,5
12377,31918,7/05/2024,GGOEGOAC021799,Ballpoint Pen Blue,Office,5,0.79,19.99,Used,OFF10,10,Debit Card,Toll Priority,1
14180,46250,12/09/2024,GGOEGALJ091015,Google Women's Tee Grey,Apparel,1,17.93,50,Used,SALE30,30,Credit Card,Toll Priority,1
13263,38409,18/09/2024,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,Used,ELEC30,30,PayPal,Australia Post Courier,3
12370,28982,26/05/2024,GGOEGFKA022299,Keyboard DOT Sticker,Office,1,1.2,6,Not Used,no,0,Credit Card,Australia Post Express,2
14497,47588,19/12/2024,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,151.88,6.5,Used,ELEC30,30,PayPal,Australia Post Express,4
14321,35611,14/08/2024,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,15.19,6,Not Used,no,0,Debit Card,StarTrack Express,3
17230,29639,6/05/2024,GGOEGAXL065930,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.19,6,Used,SALE30,30,Credit Card,StarTrack Express,3
17463,44632,26/11/2024,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6.5,Used,ELEC20,20,Debit Card,Australia Post Courier,5
17097,25932,19/04/2024,GGOEGAAQ010416,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,5,16.99,6,Not Used,no,0,Credit Card,Australia Post Courier,1
15002,33250,20/07/2024,GGOEAAAB081016,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,19.99,6,Used,SALE10,10,Venmo,Australia Post Courier,3
14708,22306,3/07/2024,GGOEGDHG082499,Google 25 oz Clear Stainless Steel Bottle,Google,13,11.19,354,Used,ELEC10,10,Credit Card,Toll Priority,3
17742,35903,17/08/2024,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,30,2,59.16,Used,OFF20,20,PayPal,Toll Priority,2
